identifier,timestamp,actor,origin,action,elements
741998983057395061,2021-02-17 18:01:41.637,guest@lamisplus.org,105.112.115.208,getEncountersByPatientIdAndFormCode,arg1 java.lang.Long:237, arg2 java.lang.String:4ab293ff-6837-41e8-aa85-14f25ce59ef0, arg3 java.lang.String:null, arg4 java.lang.String:null, arg5 java.lang.String:null, arg6$org.springframework.data.domain.PageRequest$sort$org.springframework.data.domain.Sort$orders$java.util.Arrays$ArrayList java.lang.String:<empty>, arg6$org.springframework.data.domain.PageRequest$page java.lang.Integer:0, arg6$org.springframework.data.domain.PageRequest$size java.lang.Integer:100, 
-750319873264105028,2021-02-17 18:01:45.183,guest@lamisplus.org,105.112.115.208,getFormsByFormCode,arg1 java.lang.String:e5b39440-13fc-4f61-82e9-c7bd74b44729, 
-8703042081053915439,2021-02-17 18:01:53.887,guest@lamisplus.org,105.112.115.208,getAllPrograms,
69566401166919602,2021-02-17 18:01:54.336,guest@lamisplus.org,105.112.115.208,getEncountersByPatientIdAndProgramCodeExclusionList,arg1 java.lang.Long:237, arg2$java.util.ArrayList{arg0} java.lang.String:25216afc-d158-4696-ada6-00df609b9a4c, 
-3890101910650994609,2021-02-17 18:01:58.881,guest@lamisplus.org,105.112.115.208,getAllFormsByPatientIdAndProgramCode,arg1 java.lang.Long:237, arg2 java.lang.String:daf7ce93-fc8c-4631-b4e7-f54e3c231c19, 
1607291574940288853,2021-02-17 18:03:11.108,guest@lamisplus.org,105.112.115.208,getFormsByFormCode,arg1 java.lang.String:3746bd2c-362d-4944-8982-5189441b1d59, 
7078017217347078259,2021-02-17 18:03:29.734,guest@lamisplus.org,105.112.115.208,getEncountersByPatientIdAndFormCode,arg1 java.lang.Long:237, arg2 java.lang.String:96a45213-0018-40cf-ad6a-a201cecf1140, arg3 java.lang.String:null, arg4 java.lang.String:null, arg5 java.lang.String:null, arg6$org.springframework.data.domain.PageRequest$sort$org.springframework.data.domain.Sort$orders$java.util.Arrays$ArrayList java.lang.String:<empty>, arg6$org.springframework.data.domain.PageRequest$page java.lang.Integer:0, arg6$org.springframework.data.domain.PageRequest$size java.lang.Integer:100, 
657538262784231696,2021-02-17 18:03:30.833,guest@lamisplus.org,105.112.115.208,getEncountersByPatientIdAndFormCode,arg1 java.lang.Long:237, arg2 java.lang.String:96a45213-0018-40cf-ad6a-a201cecf1140, arg3 java.lang.String:null, arg4 java.lang.String:null, arg5 java.lang.String:null, arg6$org.springframework.data.domain.PageRequest$sort$org.springframework.data.domain.Sort$orders$java.util.Arrays$ArrayList java.lang.String:<empty>, arg6$org.springframework.data.domain.PageRequest$page java.lang.Integer:0, arg6$org.springframework.data.domain.PageRequest$size java.lang.Integer:100, 
-6109475863234326651,2021-02-17 18:06:43.047,guest@lamisplus.org,105.112.115.208,getFormsByFormCode,arg1 java.lang.String:0871d0b9-0fb3-4579-bdec-77d684b0cea6, 
-8516123909463455751,2021-02-17 18:06:44.512,guest@lamisplus.org,105.112.115.208,getEncountersByPatientIdAndFormCode,arg1 java.lang.Long:237, arg2 java.lang.String:0871d0b9-0fb3-4579-bdec-77d684b0cea6, arg3 java.lang.String:null, arg4 java.lang.String:null, arg5 java.lang.String:null, arg6$org.springframework.data.domain.PageRequest$sort$org.springframework.data.domain.Sort$orders$java.util.Arrays$ArrayList java.lang.String:<empty>, arg6$org.springframework.data.domain.PageRequest$page java.lang.Integer:0, arg6$org.springframework.data.domain.PageRequest$size java.lang.Integer:100, 
7470814996229999192,2021-02-17 18:08:05.165,anonymous,105.112.115.208,getApplicationCodeByCodeSetGroup,arg1 java.lang.String:POINT_ENTRY, 
7188031829946485066,2021-02-17 18:08:10.27,anonymous,105.112.115.208,getApplicationCodeByCodeSetGroup,arg1 java.lang.String:HIV_STATUS_ENROL, 
-5985989626330460833,2021-02-17 18:08:15.814,guest@lamisplus.org,105.112.115.208,save,arg1$org.lamisplus.modules.base.domain.dto.EncounterDTO$formCode java.lang.String:0871d0b9-0fb3-4579-bdec-77d684b0cea6, arg1$org.lamisplus.modules.base.domain.dto.EncounterDTO$programCode java.lang.String:0d31f6ee-571c-45b8-80d5-3f7e1d5377b7, arg1$org.lamisplus.modules.base.domain.dto.EncounterDTO$dateEncounter$java.time.LocalDate$year java.lang.Integer:2021, arg1$org.lamisplus.modules.base.domain.dto.EncounterDTO$dateEncounter$java.time.LocalDate$month java.lang.Short:2, arg1$org.lamisplus.modules.base.domain.dto.EncounterDTO$dateEncounter$java.time.LocalDate$day java.lang.Short:17, arg1$org.lamisplus.modules.base.domain.dto.EncounterDTO$patientId java.lang.Long:237, arg1$org.lamisplus.modules.base.domain.dto.EncounterDTO$visitId java.lang.Long:226, arg1$org.lamisplus.modules.base.domain.dto.EncounterDTO$data$java.util.ArrayList{arg0}$java.util.LinkedHashMap$head$java.util.LinkedHashMap$Entry$after$java.util.LinkedHashMap$Entry$after$java.util.LinkedHashMap$Entry$after$java.util.LinkedHashMap$Entry$after$java.util.LinkedHashMap$Entry$after$java.util.LinkedHashMap$Entry$after$java.util.LinkedHashMap$Entry$after$java.util.LinkedHashMap$Entry$after$java.util.LinkedHashMap$Entry$after$java.util.LinkedHashMap$Entry$after$java.util.LinkedHashMap$Entry$hash java.lang.Integer:-187145840, arg1$org.lamisplus.modules.base.domain.dto.EncounterDTO$data$java.util.ArrayList{arg0}$java.util.LinkedHashMap$head$java.util.LinkedHashMap$Entry$after$java.util.LinkedHashMap$Entry$after$java.util.LinkedHashMap$Entry$after$java.util.LinkedHashMap$Entry$after$java.util.LinkedHashMap$Entry$after$java.util.LinkedHashMap$Entry$after$java.util.LinkedHashMap$Entry$after$java.util.LinkedHashMap$Entry$after$java.util.LinkedHashMap$Entry$after$java.util.LinkedHashMap$Entry$after$java.util.LinkedHashMap$Entry$key java.lang.String:ovc_enrolled, arg1$org.lamisplus.modules.base.domain.dto.EncounterDTO$data$java.util.ArrayList{arg0}$java.util.LinkedHashMap$head$java.util.LinkedHashMap$Entry$after$java.util.LinkedHashMap$Entry$after$java.util.LinkedHashMap$Entry$after$java.util.LinkedHashMap$Entry$after$java.util.LinkedHashMap$Entry$after$java.util.LinkedHashMap$Entry$after$java.util.LinkedHashMap$Entry$after$java.util.LinkedHashMap$Entry$after$java.util.LinkedHashMap$Entry$after$java.util.LinkedHashMap$Entry$after$java.util.LinkedHashMap$Entry$value java.lang.Boolean:false, arg1$org.lamisplus.modules.base.domain.dto.EncounterDTO$data$java.util.ArrayList{arg0}$java.util.LinkedHashMap$head$java.util.LinkedHashMap$Entry$after$java.util.LinkedHashMap$Entry$after$java.util.LinkedHashMap$Entry$after$java.util.LinkedHashMap$Entry$after$java.util.LinkedHashMap$Entry$after$java.util.LinkedHashMap$Entry$after$java.util.LinkedHashMap$Entry$after$java.util.LinkedHashMap$Entry$after$java.util.LinkedHashMap$Entry$after$java.util.LinkedHashMap$Entry$hash java.lang.Integer:-209032741, arg1$org.lamisplus.modules.base.domain.dto.EncounterDTO$data$java.util.ArrayList{arg0}$java.util.LinkedHashMap$head$java.util.LinkedHashMap$Entry$after$java.util.LinkedHashMap$Entry$after$java.util.LinkedHashMap$Entry$after$java.util.LinkedHashMap$Entry$after$java.util.LinkedHashMap$Entry$after$java.util.LinkedHashMap$Entry$after$java.util.LinkedHashMap$Entry$after$java.util.LinkedHashMap$Entry$after$java.util.LinkedHashMap$Entry$after$java.util.LinkedHashMap$Entry$key java.lang.String:target_group, arg1$org.lamisplus.modules.base.domain.dto.EncounterDTO$data$java.util.ArrayList{arg0}$java.util.LinkedHashMap$head$java.util.LinkedHashMap$Entry$after$java.util.LinkedHashMap$Entry$after$java.util.LinkedHashMap$Entry$after$java.util.LinkedHashMap$Entry$after$java.util.LinkedHashMap$Entry$after$java.util.LinkedHashMap$Entry$after$java.util.LinkedHashMap$Entry$after$java.util.LinkedHashMap$Entry$after$java.util.LinkedHashMap$Entry$after$java.util.LinkedHashMap$Entry$value$java.util.LinkedHashMap$size java.lang.Integer:0, arg1$org.lamisplus.modules.base.domain.dto.EncounterDTO$data$java.util.ArrayList{arg0}$java.util.LinkedHashMap$head$java.util.LinkedHashMap$Entry$after$java.util.LinkedHashMap$Entry$after$java.util.LinkedHashMap$Entry$after$java.util.LinkedHashMap$Entry$after$java.util.LinkedHashMap$Entry$after$java.util.LinkedHashMap$Entry$after$java.util.LinkedHashMap$Entry$after$java.util.LinkedHashMap$Entry$after$java.util.LinkedHashMap$Entry$after$java.util.LinkedHashMap$Entry$value$java.util.LinkedHashMap$threshold java.lang.Integer:2, arg1$org.lamisplus.modules.base.domain.dto.EncounterDTO$data$java.util.ArrayList{arg0}$java.util.LinkedHashMap$head$java.util.LinkedHashMap$Entry$after$java.util.LinkedHashMap$Entry$after$java.util.LinkedHashMap$Entry$after$java.util.LinkedHashMap$Entry$after$java.util.LinkedHashMap$Entry$after$java.util.LinkedHashMap$Entry$after$java.util.LinkedHashMap$Entry$after$java.util.LinkedHashMap$Entry$after$java.util.LinkedHashMap$Entry$after$java.util.LinkedHashMap$Entry$value$java.util.LinkedHashMap$loadFactor java.lang.Float:0.75, arg1$org.lamisplus.modules.base.domain.dto.EncounterDTO$data$java.util.ArrayList{arg0}$java.util.LinkedHashMap$head$java.util.LinkedHashMap$Entry$after$java.util.LinkedHashMap$Entry$after$java.util.LinkedHashMap$Entry$after$java.util.LinkedHashMap$Entry$after$java.util.LinkedHashMap$Entry$after$java.util.LinkedHashMap$Entry$after$java.util.LinkedHashMap$Entry$after$java.util.LinkedHashMap$Entry$after$java.util.LinkedHashMap$Entry$hash java.lang.Integer:1601378704, arg1$org.lamisplus.modules.base.domain.dto.EncounterDTO$data$java.util.ArrayList{arg0}$java.util.LinkedHashMap$head$java.util.LinkedHashMap$Entry$after$java.util.LinkedHashMap$Entry$after$java.util.LinkedHashMap$Entry$after$java.util.LinkedHashMap$Entry$after$java.util.LinkedHashMap$Entry$after$java.util.LinkedHashMap$Entry$after$java.util.LinkedHashMap$Entry$after$java.util.LinkedHashMap$Entry$after$java.util.LinkedHashMap$Entry$key java.lang.String:tb_status, arg1$org.lamisplus.modules.base.domain.dto.EncounterDTO$data$java.util.ArrayList{arg0}$java.util.LinkedHashMap$head$java.util.LinkedHashMap$Entry$after$java.util.LinkedHashMap$Entry$after$java.util.LinkedHashMap$Entry$after$java.util.LinkedHashMap$Entry$after$java.util.LinkedHashMap$Entry$after$java.util.LinkedHashMap$Entry$after$java.util.LinkedHashMap$Entry$after$java.util.LinkedHashMap$Entry$hash java.lang.Integer:1399632424, arg1$org.lamisplus.modules.base.domain.dto.EncounterDTO$data$java.util.ArrayList{arg0}$java.util.LinkedHashMap$head$java.util.LinkedHashMap$Entry$after$java.util.LinkedHashMap$Entry$after$java.util.LinkedHashMap$Entry$after$java.util.LinkedHashMap$Entry$after$java.util.LinkedHashMap$Entry$after$java.util.LinkedHashMap$Entry$after$java.util.LinkedHashMap$Entry$after$java.util.LinkedHashMap$Entry$key java.lang.String:pregnancy_status, arg1$org.lamisplus.modules.base.domain.dto.EncounterDTO$data$java.util.ArrayList{arg0}$java.util.LinkedHashMap$head$java.util.LinkedHashMap$Entry$after$java.util.LinkedHashMap$Entry$after$java.util.LinkedHashMap$Entry$after$java.util.LinkedHashMap$Entry$after$java.util.LinkedHashMap$Entry$after$java.util.LinkedHashMap$Entry$after$java.util.LinkedHashMap$Entry$hash java.lang.Integer:-1227332915, arg1$org.lamisplus.modules.base.domain.dto.EncounterDTO$data$java.util.ArrayList{arg0}$java.util.LinkedHashMap$head$java.util.LinkedHashMap$Entry$after$java.util.LinkedHashMap$Entry$after$java.util.LinkedHashMap$Entry$after$java.util.LinkedHashMap$Entry$after$java.util.LinkedHashMap$Entry$after$java.util.LinkedHashMap$Entry$after$java.util.LinkedHashMap$Entry$key java.lang.String:enrollment_setting, arg1$org.lamisplus.modules.base.domain.dto.EncounterDTO$data$java.util.ArrayList{arg0}$java.util.LinkedHashMap$head$java.util.LinkedHashMap$Entry$after$java.util.LinkedHashMap$Entry$after$java.util.LinkedHashMap$Entry$after$java.util.LinkedHashMap$Entry$after$java.util.LinkedHashMap$Entry$after$java.util.LinkedHashMap$Entry$hash java.lang.Integer:-1955088330, arg1$org.lamisplus.modules.base.domain.dto.EncounterDTO$data$java.util.ArrayList{arg0}$java.util.LinkedHashMap$head$java.util.LinkedHashMap$Entry$after$java.util.LinkedHashMap$Entry$after$java.util.LinkedHashMap$Entry$after$java.util.LinkedHashMap$Entry$after$java.util.LinkedHashMap$Entry$after$java.util.LinkedHashMap$Entry$key java.lang.String:source_referral, arg1$org.lamisplus.modules.base.domain.dto.EncounterDTO$data$java.util.ArrayList{arg0}$java.util.LinkedHashMap$head$java.util.LinkedHashMap$Entry$after$java.util.LinkedHashMap$Entry$after$java.util.LinkedHashMap$Entry$after$java.util.LinkedHashMap$Entry$after$java.util.LinkedHashMap$Entry$hash java.lang.Integer:15791892, arg1$org.lamisplus.modules.base.domain.dto.EncounterDTO$data$java.util.ArrayList{arg0}$java.util.LinkedHashMap$head$java.util.LinkedHashMap$Entry$after$java.util.LinkedHashMap$Entry$after$java.util.LinkedHashMap$Entry$after$java.util.LinkedHashMap$Entry$after$java.util.LinkedHashMap$Entry$key java.lang.String:date_confirmed_hiv, arg1$org.lamisplus.modules.base.domain.dto.EncounterDTO$data$java.util.ArrayList{arg0}$java.util.LinkedHashMap$head$java.util.LinkedHashMap$Entry$after$java.util.LinkedHashMap$Entry$after$java.util.LinkedHashMap$Entry$after$java.util.LinkedHashMap$Entry$after$java.util.LinkedHashMap$Entry$value java.lang.String:2021-02-17T00:00:00+01:00, arg1$org.lamisplus.modules.base.domain.dto.EncounterDTO$data$java.util.ArrayList{arg0}$java.util.LinkedHashMap$head$java.util.LinkedHashMap$Entry$after$java.util.LinkedHashMap$Entry$after$java.util.LinkedHashMap$Entry$after$java.util.LinkedHashMap$Entry$hash java.lang.Integer:-165245504, arg1$org.lamisplus.modules.base.domain.dto.EncounterDTO$data$java.util.ArrayList{arg0}$java.util.LinkedHashMap$head$java.util.LinkedHashMap$Entry$after$java.util.LinkedHashMap$Entry$after$java.util.LinkedHashMap$Entry$after$java.util.LinkedHashMap$Entry$key java.lang.String:status_registration, arg1$org.lamisplus.modules.base.domain.dto.EncounterDTO$data$java.util.ArrayList{arg0}$java.util.LinkedHashMap$head$java.util.LinkedHashMap$Entry$after$java.util.LinkedHashMap$Entry$after$java.util.LinkedHashMap$Entry$hash java.lang.Integer:-799083555, arg1$org.lamisplus.modules.base.domain.dto.EncounterDTO$data$java.util.ArrayList{arg0}$java.util.LinkedHashMap$head$java.util.LinkedHashMap$Entry$after$java.util.LinkedHashMap$Entry$after$java.util.LinkedHashMap$Entry$key java.lang.String:entry_point, arg1$org.lamisplus.modules.base.domain.dto.EncounterDTO$data$java.util.ArrayList{arg0}$java.util.LinkedHashMap$head$java.util.LinkedHashMap$Entry$after$java.util.LinkedHashMap$Entry$after$java.util.LinkedHashMap$Entry$value$java.util.LinkedHashMap$head$java.util.LinkedHashMap$Entry$after$java.util.LinkedHashMap$Entry$after$java.util.LinkedHashMap$Entry$after$java.util.LinkedHashMap$Entry$after$java.util.LinkedHashMap$Entry$hash java.lang.Integer:3059139, arg1$org.lamisplus.modules.base.domain.dto.EncounterDTO$data$java.util.ArrayList{arg0}$java.util.LinkedHashMap$head$java.util.LinkedHashMap$Entry$after$java.util.LinkedHashMap$Entry$after$java.util.LinkedHashMap$Entry$value$java.util.LinkedHashMap$head$java.util.LinkedHashMap$Entry$after$java.util.LinkedHashMap$Entry$after$java.util.LinkedHashMap$Entry$after$java.util.LinkedHashMap$Entry$after$java.util.LinkedHashMap$Entry$key java.lang.String:code, arg1$org.lamisplus.modules.base.domain.dto.EncounterDTO$data$java.util.ArrayList{arg0}$java.util.LinkedHashMap$head$java.util.LinkedHashMap$Entry$after$java.util.LinkedHashMap$Entry$after$java.util.LinkedHashMap$Entry$value$java.util.LinkedHashMap$head$java.util.LinkedHashMap$Entry$after$java.util.LinkedHashMap$Entry$after$java.util.LinkedHashMap$Entry$after$java.util.LinkedHashMap$Entry$after$java.util.LinkedHashMap$Entry$value java.lang.String:faea8f87-8e28-466d-ad8e-5002bbfd6284, arg1$org.lamisplus.modules.base.domain.dto.EncounterDTO$data$java.util.ArrayList{arg0}$java.util.LinkedHashMap$head$java.util.LinkedHashMap$Entry$after$java.util.LinkedHashMap$Entry$after$java.util.LinkedHashMap$Entry$value$java.util.LinkedHashMap$head$java.util.LinkedHashMap$Entry$after$java.util.LinkedHashMap$Entry$after$java.util.LinkedHashMap$Entry$after$java.util.LinkedHashMap$Entry$hash java.lang.Integer:1671789415, arg1$org.lamisplus.modules.base.domain.dto.EncounterDTO$data$java.util.ArrayList{arg0}$java.util.LinkedHashMap$head$java.util.LinkedHashMap$Entry$after$java.util.LinkedHashMap$Entry$after$java.util.LinkedHashMap$Entry$value$java.util.LinkedHashMap$head$java.util.LinkedHashMap$Entry$after$java.util.LinkedHashMap$Entry$after$java.util.LinkedHashMap$Entry$after$java.util.LinkedHashMap$Entry$key java.lang.String:display, arg1$org.lamisplus.modules.base.domain.dto.EncounterDTO$data$java.util.ArrayList{arg0}$java.util.LinkedHashMap$head$java.util.LinkedHashMap$Entry$after$java.util.LinkedHashMap$Entry$after$java.util.LinkedHashMap$Entry$value$java.util.LinkedHashMap$head$java.util.LinkedHashMap$Entry$after$java.util.LinkedHashMap$Entry$after$java.util.LinkedHashMap$Entry$after$java.util.LinkedHashMap$Entry$value java.lang.String:HCT, arg1$org.lamisplus.modules.base.domain.dto.EncounterDTO$data$java.util.ArrayList{arg0}$java.util.LinkedHashMap$head$java.util.LinkedHashMap$Entry$after$java.util.LinkedHashMap$Entry$after$java.util.LinkedHashMap$Entry$value$java.util.LinkedHashMap$head$java.util.LinkedHashMap$Entry$after$java.util.LinkedHashMap$Entry$after$java.util.LinkedHashMap$Entry$hash java.lang.Integer:-1613624182, arg1$org.lamisplus.modules.base.domain.dto.EncounterDTO$data$java.util.ArrayList{arg0}$java.util.LinkedHashMap$head$java.util.LinkedHashMap$Entry$after$java.util.LinkedHashMap$Entry$after$java.util.LinkedHashMap$Entry$value$java.util.LinkedHashMap$head$java.util.LinkedHashMap$Entry$after$java.util.LinkedHashMap$Entry$after$java.util.LinkedHashMap$Entry$key java.lang.String:language, arg1$org.lamisplus.modules.base.domain.dto.EncounterDTO$data$java.util.ArrayList{arg0}$java.util.LinkedHashMap$head$java.util.LinkedHashMap$Entry$after$java.util.LinkedHashMap$Entry$after$java.util.LinkedHashMap$Entry$value$java.util.LinkedHashMap$head$java.util.LinkedHashMap$Entry$after$java.util.LinkedHashMap$Entry$after$java.util.LinkedHashMap$Entry$value java.lang.String:en, arg1$org.lamisplus.modules.base.domain.dto.EncounterDTO$data$java.util.ArrayList{arg0}$java.util.LinkedHashMap$head$java.util.LinkedHashMap$Entry$after$java.util.LinkedHashMap$Entry$after$java.util.LinkedHashMap$Entry$value$java.util.LinkedHashMap$head$java.util.LinkedHashMap$Entry$after$java.util.LinkedHashMap$Entry$hash java.lang.Integer:-946212941, arg1$org.lamisplus.modules.base.domain.dto.EncounterDTO$data$java.util.ArrayList{arg0}$java.util.LinkedHashMap$head$java.util.LinkedHashMap$Entry$after$java.util.LinkedHashMap$Entry$after$java.util.LinkedHashMap$Entry$value$java.util.LinkedHashMap$head$java.util.LinkedHashMap$Entry$after$java.util.LinkedHashMap$Entry$key java.lang.String:codesetGroup, arg1$org.lamisplus.modules.base.domain.dto.EncounterDTO$data$java.util.ArrayList{arg0}$java.util.LinkedHashMap$head$java.util.LinkedHashMap$Entry$after$java.util.LinkedHashMap$Entry$after$java.util.LinkedHashMap$Entry$value$java.util.LinkedHashMap$head$java.util.LinkedHashMap$Entry$after$java.util.LinkedHashMap$Entry$value java.lang.String:POINT_ENTRY, arg1$org.lamisplus.modules.base.domain.dto.EncounterDTO$data$java.util.ArrayList{arg0}$java.util.LinkedHashMap$head$java.util.LinkedHashMap$Entry$after$java.util.LinkedHashMap$Entry$after$java.util.LinkedHashMap$Entry$value$java.util.LinkedHashMap$head$java.util.LinkedHashMap$Entry$hash java.lang.Integer:3355, arg1$org.lamisplus.modules.base.domain.dto.EncounterDTO$data$java.util.ArrayList{arg0}$java.util.LinkedHashMap$head$java.util.LinkedHashMap$Entry$after$java.util.LinkedHashMap$Entry$after$java.util.LinkedHashMap$Entry$value$java.util.LinkedHashMap$head$java.util.LinkedHashMap$Entry$key java.lang.String:id, arg1$org.lamisplus.modules.base.domain.dto.EncounterDTO$data$java.util.ArrayList{arg0}$java.util.LinkedHashMap$head$java.util.LinkedHashMap$Entry$after$java.util.LinkedHashMap$Entry$after$java.util.LinkedHashMap$Entry$value$java.util.LinkedHashMap$head$java.util.LinkedHashMap$Entry$value java.lang.Integer:17, arg1$org.lamisplus.modules.base.domain.dto.EncounterDTO$data$java.util.ArrayList{arg0}$java.util.LinkedHashMap$head$java.util.LinkedHashMap$Entry$after$java.util.LinkedHashMap$Entry$after$java.util.LinkedHashMap$Entry$value$java.util.LinkedHashMap$size java.lang.Integer:5, arg1$org.lamisplus.modules.base.domain.dto.EncounterDTO$data$java.util.ArrayList{arg0}$java.util.LinkedHashMap$head$java.util.LinkedHashMap$Entry$after$java.util.LinkedHashMap$Entry$after$java.util.LinkedHashMap$Entry$value$java.util.LinkedHashMap$threshold java.lang.Integer:12, arg1$org.lamisplus.modules.base.domain.dto.EncounterDTO$data$java.util.ArrayList{arg0}$java.util.LinkedHashMap$head$java.util.LinkedHashMap$Entry$after$java.util.LinkedHashMap$Entry$hash java.lang.Integer:11521285, arg1$org.lamisplus.modules.base.domain.dto.EncounterDTO$data$java.util.ArrayList{arg0}$java.util.LinkedHashMap$head$java.util.LinkedHashMap$Entry$after$java.util.LinkedHashMap$Entry$key java.lang.String:date_registration, arg1$org.lamisplus.modules.base.domain.dto.EncounterDTO$data$java.util.ArrayList{arg0}$java.util.LinkedHashMap$head$java.util.LinkedHashMap$Entry$hash java.lang.Integer:-538257501, arg1$org.lamisplus.modules.base.domain.dto.EncounterDTO$data$java.util.ArrayList{arg0}$java.util.LinkedHashMap$head$java.util.LinkedHashMap$Entry$key java.lang.String:unique_id, arg1$org.lamisplus.modules.base.domain.dto.EncounterDTO$data$java.util.ArrayList{arg0}$java.util.LinkedHashMap$head$java.util.LinkedHashMap$Entry$value java.lang.String:HIV123123, arg1$org.lamisplus.modules.base.domain.dto.EncounterDTO$data$java.util.ArrayList{arg0}$java.util.LinkedHashMap$size java.lang.Integer:11, 
-1282196697691174430,2021-02-17 18:08:16.608,guest@lamisplus.org,105.112.115.208,getEncountersByPatientIdAndProgramCodeExclusionList,arg1 java.lang.Long:237, arg2$java.util.ArrayList{arg0} java.lang.String:25216afc-d158-4696-ada6-00df609b9a4c, 
-2043058983674493750,2021-02-17 18:08:23.672,guest@lamisplus.org,105.112.115.208,getEncountersByPatientIdAndFormCode,arg1 java.lang.Long:237, arg2 java.lang.String:4ab293ff-6837-41e8-aa85-14f25ce59ef0, arg3 java.lang.String:null, arg4 java.lang.String:null, arg5 java.lang.String:null, arg6$org.springframework.data.domain.PageRequest$sort$org.springframework.data.domain.Sort$orders$java.util.Arrays$ArrayList java.lang.String:<empty>, arg6$org.springframework.data.domain.PageRequest$page java.lang.Integer:0, arg6$org.springframework.data.domain.PageRequest$size java.lang.Integer:100, 
-110699628870418385,2021-02-17 18:08:24.172,guest@lamisplus.org,105.112.115.208,getFormsByFormCode,arg1 java.lang.String:4ab293ff-6837-41e8-aa85-14f25ce59ef0, 
-1989890718108398973,2021-02-17 18:08:25.879,guest@lamisplus.org,105.112.115.208,getEncountersByPatientIdAndFormCode,arg1 java.lang.Long:237, arg2 java.lang.String:87cb9bc7-ea0d-4c83-a70d-b57a5fb7769e, arg3 java.lang.String:null, arg4 java.lang.String:null, arg5 java.lang.String:null, arg6$org.springframework.data.domain.PageRequest$sort$org.springframework.data.domain.Sort$orders$java.util.Arrays$ArrayList java.lang.String:<empty>, arg6$org.springframework.data.domain.PageRequest$page java.lang.Integer:0, arg6$org.springframework.data.domain.PageRequest$size java.lang.Integer:100, 
2274601215622007086,2021-02-17 18:08:26.997,guest@lamisplus.org,105.112.115.208,getFormsByFormCode,arg1 java.lang.String:d157d4e2-4031-499d-b32b-7562208a10cf, 
-2230472333481652233,2021-02-17 18:11:05.661,guest@lamisplus.org,105.112.115.208,getFormsByFormCode,arg1 java.lang.String:ec84dd9a-9493-4b73-b501-6201a06982a6, 
8792581629885827881,2021-02-17 18:11:12.405,guest@lamisplus.org,105.112.115.208,updateVisit,arg1$org.lamisplus.modules.base.domain.entity.Visit$id java.lang.Long:226, arg1$org.lamisplus.modules.base.domain.entity.Visit$dateVisitEnd$java.time.LocalDate$year java.lang.Integer:2021, arg1$org.lamisplus.modules.base.domain.entity.Visit$dateVisitEnd$java.time.LocalDate$month java.lang.Short:2, arg1$org.lamisplus.modules.base.domain.entity.Visit$dateVisitEnd$java.time.LocalDate$day java.lang.Short:17, arg1$org.lamisplus.modules.base.domain.entity.Visit$timeVisitStart$java.time.LocalTime$hour java.lang.Byte:18, arg1$org.lamisplus.modules.base.domain.entity.Visit$timeVisitStart$java.time.LocalTime$minute java.lang.Byte:44, arg1$org.lamisplus.modules.base.domain.entity.Visit$timeVisitStart$java.time.LocalTime$second java.lang.Byte:0, arg1$org.lamisplus.modules.base.domain.entity.Visit$timeVisitStart$java.time.LocalTime$nano java.lang.Integer:0, arg1$org.lamisplus.modules.base.domain.entity.Visit$timeVisitEnd$java.time.LocalTime$hour java.lang.Byte:19, arg1$org.lamisplus.modules.base.domain.entity.Visit$timeVisitEnd$java.time.LocalTime$minute java.lang.Byte:11, arg1$org.lamisplus.modules.base.domain.entity.Visit$patientId java.lang.Long:237, arg2 java.lang.Long:226, 
1024008847685078817,2021-02-17 18:11:13.053,guest@lamisplus.org,105.112.115.208,getPatientByHospitalNumber2,arg1 java.lang.String:AKW-IBOM-099092, 
-8848591778475521538,2021-02-17 18:11:25.797,guest@lamisplus.org,105.112.115.208,generatePieChart,arg1 java.lang.String:pie, 
-5793876098686563090,2021-02-17 18:11:26.273,guest@lamisplus.org,105.112.115.208,getEncounterByFormCodeAndDateEncounter,arg1 java.lang.String:4ab293ff-6837-41e8-aa85-14f25ce59ef0, arg2$java.util.Optional$value java.lang.String:{dateStart}, arg3$java.util.Optional$value java.lang.String:{dateEnd}, 
5976832237264322853,2021-02-17 18:11:26.333,guest@lamisplus.org,105.112.115.208,generatePieChart,arg1 java.lang.String:column, 
100693465420614422,2021-02-17 18:11:32.585,guest@lamisplus.org,105.112.115.208,getFormDataByEncounterId,arg1 java.lang.Long:676, 
-7152692348122873316,2021-02-17 18:11:38.529,guest@lamisplus.org,105.112.115.208,getAllDrugs,
-8700694029978941594,2021-02-17 18:11:38.945,guest@lamisplus.org,105.112.115.208,getFormsByFormCode,arg1 java.lang.String:c9b1b50f-6544-42b6-a868-91a5bf320671, 
