id,codeset_group,display,language,version,code,date_created,created_by,date_modified,modified_by,archived,active
64,HIV_STATUS,Traced Patient (Unable to locate),en,1,c2178692-0f3e-4643-9e2e-3fa9d1816e3f,,,,,0,
65,HIV_STATUS,Traced Patient and agreed to return to care,en,1,ed15b0fa-14d0-4b79-9f58-0817a8c6d63a,,,,,0,
66,HIV_STATUS,Did Not Attempt to Trace Patient,en,1,dcfe202d-8442-447e-809c-f8e578c097f1,,,,,0,
67,TB_STATUS,No sign or symptoms of TB,en,1,8647c0b5-129a-4a28-a490-939cf66538dd,,,,,0,
68,TB_STATUS,TB suspected and referred for evaluation,en,1,139186bb-f8f7-44fb-8343-bd8e70f74f05,,,,,0,
69,TB_STATUS,Currently on INH prophylaxis,en,1,afbaa50d-6f9c-403b-b1f5-4dee8937d3e3,,,,,0,
70,TB_STATUS,Currently on TB treatment,en,1,9ba7a661-ca2b-45ee-b332-95e96655264e,,,,,0,
71,TB_STATUS,TB positive not on TB drugs,en,1,74509327-3a74-4376-b49f-409e5d506abb,,,,,0,
72,PREGANACY_STATUS,Not Pregnant,en,1,ddc877a0-8403-47f4-9460-ab52f76f5166,,,,,0,
73,PREGANACY_STATUS,Pregnant,en,1,6eeb4f39-444f-4190-9d13-804f589376fc,,,,,0,
74,PREGANACY_STATUS,Post Partum,en,1,d9c1380b-b66c-48b8-8441-795dbe9e102c,,,,,0,
75,PREGANACY_STATUS,Breastfeeding,en,1,5240c509-a32e-4343-bc85-247f03671b9b,,,,,0,
76,RELATIONSHIP,Aunt,en,1,f12ccc05-cb56-4d13-9df6-95845ca01e00,,,,,0,
77,RELATIONSHIP,Brother,en,1,612e736e-034a-4615-b32c-3b64c2260a5f,,,,,0,
78,RELATIONSHIP,Cousin,en,1,12cf1cc7-45bf-4513-a0e0-f34966ffe245,,,,,0,
79,RELATIONSHIP,Daughter,en,1,c0deeab8-73d4-42ae-b7ad-1762bc9666dc,,,,,0,
80,RELATIONSHIP,Father,en,1,e936dbed-841c-4c9b-a2ab-a8dc7d77490c,,,,,0,
81,RELATIONSHIP,Friend,en,1,c13a669d-630d-4b8d-a463-d72e793481aa,,,,,0,
82,RELATIONSHIP,Grand parent,en,1,6acec712-9f34-4394-b48d-3c65ed6c3cce,,,,,0,
83,RELATIONSHIP,Mother,en,1,e6d51b7c-361a-441f-a172-a4d7f43422d0,,,,,0,
84,RELATIONSHIP,Son,en,1,15ff77c3-e360-45ed-81b9-2e8cb8457163,,,,,0,
85,RELATIONSHIP,Spouse,en,1,c079b18b-974a-46be-a01d-1bfd662ec868,,,,,0,
86,RELATIONSHIP,Treatment Supporter,en,1,a0e82f39-0eec-494e-b463-c1d526d52ec2,,,,,0,
87,RELATIONSHIP,Uncle,en,1,d7c76274-a7dc-471d-8e74-7b5a99f695b5,,,,,0,
88,OCCUPATION,Unemployed,en,1,2b73879e-1a6f-4c99-a986-fb272358fcf2,,,,,0,
89,OCCUPATION,Employed,en,1,fdb095c7-d6b8-4627-a584-d728ced59e82,,,,,0,
90,OCCUPATION,Student,en,1,8120b745-806e-47c5-8ce5-f37ef6b13f0e,,,,,0,
91,OCCUPATION,Retired,en,1,564e7689-56c9-4878-8032-6d0ca052fa4b,,,,,0,
92,CAUSE_DEATH,HIV disease resulting in TB,en,1,f05f76e7-a1f1-4aa4-ad60-d690fbbb21ed,,,,,0,
93,CAUSE_DEATH,HIV disease resulting in cancer,en,1,814be562-75c5-4992-81a8-0011541ddeb1,,,,,0,
94,CAUSE_DEATH,HIV disease resulting in other infectious and parasitic disease,en,1,e8fd7e95-73b4-449c-8f4c-ebdf8fce175a,,,,,0,
95,CAUSE_DEATH,Other HIV disease resulting in other disease or conditions leading to death,en,1,91f7715b-8afc-40da-8d2e-38ddce278230,,,,,0,
96,CAUSE_DEATH,Other natural causes,en,1,04f1839e-2227-464d-bed1-715ded6ea876,,,,,0,
97,CAUSE_DEATH,Non-natural causes,en,1,21c96856-8cc6-4202-8024-55b17cc5caaa,,,,,0,
98,CAUSE_DEATH,Unknown cause,en,1,20086802-733d-4598-a797-bcd900c3eec8,,,,,0,
99,REASON_INTERRUPTION,Toxicity/side effect,en,1,4064af34-eaeb-4584-ae7d-bc5f683ad703,,,,,0,
100,REASON_INTERRUPTION,Pregnancy,en,1,f06d7abc-7f9c-41ba-b8bb-ae71120cc715,,,,,0,
101,REASON_INTERRUPTION,Treatment failure,en,1,cb7a1ea8-a744-4acb-a375-acc51a579820,,,,,0,
102,REASON_INTERRUPTION,Poor adherence,en,1,32c43e4a-c2d4-4542-a07a-07eaa41bc61e,,,,,0,
103,REASON_INTERRUPTION,"Illness, hospitalization",en,1,a6cbd9a4-08ef-4bc2-879f-ec218716c440,,,,,0,
104,REASON_INTERRUPTION,Drug out of stock,en,1,39667774-0a64-4659-91bd-5d4d88117f19,,,,,0,
105,REASON_INTERRUPTION,Patient lacks finances,en,1,c12c4806-46e9-46dd-82a0-c4033a1acb9c,,,,,0,
106,REASON_INTERRUPTION,Other patient decision,en,1,2fdcffac-5ee5-4ed5-bb6b-6b0ad431fc6c,,,,,0,
107,REASON_INTERRUPTION,Planned Rx interruption,en,1,6a6e456e-0772-4261-b5d7-72fa03322e00,,,,,0,
108,REASON_INTERRUPTION,Other,en,1,fdef5ade-9502-4690-88f1-1db3056ff5e0,,,,,0,
109,DMOC_TYPE,CPARP,en,1,afac1041-a0aa-4823-ae17-649aae893998,,,,,0,
110,DMOC_TYPE,CARC,en,1,229c0a24-7bd2-4791-a056-5c038355db18,,,,,0,
111,DMOC_TYPE,MMS,en,1,240bb3d1-2ccc-4c49-a682-afae6d427157,,,,,0,
112,DMOC_TYPE,MMD,en,1,0e8f4419-2f1b-45e1-93ed-d035d17eb764,,,,,0,
113,DMOC_SCRIPTING,MMD 3,en,1,55544fbc-6c29-4297-997d-4e3d14e2e010,,,,,0,
114,DMOC_SCRIPTING,MMD 6,en,1,a3803c55-1795-423c-8266-760d15304633,,,,,0,
115,YES_NO,YES,en,1,feb2dfc5-a68c-470c-a3ec-6f1be16ac497,,,,,0,
116,YES_NO,NO,en,1,fa11f31e-9a83-49bd-8735-d818e41608f0,,,,,0,
117,ART_STATUS,Pre-ART,en,1,e6405cfb-0e7c-4775-85c2-ff689d8ce5e0,,,,,0,
118,ART_STATUS,ART,en,1,34a20dd9-474c-4974-8e67-3b8b3abfe04f,,,,,0,
119,CLINICAL_STAGE,STAGE I,en,1,68d6db74-db8e-462f-925b-3eb31df28435,,,,,0,
120,CLINICAL_STAGE,STAGE II,en,1,d978c2e7-24a7-4c34-a401-c6ddeacd1b29,,,,,0,
121,CLINICAL_STAGE,STAGE III,en,1,abf04ed9-e385-49a5-bf95-7ddc91b2aa60,,,,,0,
122,CLINICAL_STAGE,STAGE IV,en,1,b3a45d7e-a2c4-413b-9f32-64dad4d465d3,,,,,0,
123,FUNCTIONAL _STATUS,WORKING,en,1,912016f2-dca1-45b2-a613-b0b3edc414db,,,,,0,
124,FUNCTIONAL _STATUS,Ambulatory,en,1,34792968-e3df-4954-bd97-2f60d8fc1393,,,,,0,
125,FUNCTIONAL _STATUS,Bedridden,en,1,9bf8f124-120d-4b8b-ad3c-a68996d28cb4,,,,,0,
126,RECENT_HIV_TEST,Last 3 months,en,1,5cfe5464-66dd-42b5-9c46-f5653fcda25b,,,,,0,
127,RECENT_HIV_TEST,Last 6 months,en,1,f659e083-b1d9-4987-8324-b6678632564c,,,,,0,
128,RECENT_HIV_TEST,More than 6 months,en,1,b590d576-238c-4816-8b07-98a8d3772237,,,,,0,
129,HIV_STATUS_ASSESSMENT,Positive not on ART,en,1,e2e4686f-85c3-49dd-a808-93b1a8d735ad,,,,,0,
130,HIV_STATUS_ASSESSMENT,Positive on ART,en,1,175fd6a5-d578-4c39-b827-8f3928a4bba7,,,,,0,
131,HIV_STATUS_ASSESSMENT,Negative,en,1,b71b875c-c8b3-44e8-9105-a52b0b9b5ac0,,,,,0,
132,HIV_STATUS_ASSESSMENT,Unknown,en,1,34e2d923-0514-4f8e-8803-42a47def717e,,,,,0,
133,HIV_STATUS_ASSESSMENT,Never Tested,en,1,8b60587b-5bf6-493c-9805-afe72134b6bf,,,,,0,
134,TEST_SETTING,CT,en,1,6fca9e78-3305-43a5-a45e-dddb92aa4e6e,,,,,0,
135,TEST_SETTING,TB,en,1,,,,,,0,
136,TEST_SETTING,STI,en,1,,,,,,0,
137,TEST_SETTING,FP,en,1,,,,,,0,
138,TEST_SETTING,OPD,en,1,,,,,,0,
139,TEST_SETTING,Ward,en,1,,,,,,0,
140,TEST_SETTING,Outreach,en,1,,,,,,0,
141,TEST_SETTING,Standalone HTS,en,1,,,,,,0,
142,TEST_SETTING,Others,en,1,,,,,,0,
143,COUNSELING_TYPE,Individual,en,1,,,,,,0,
144,COUNSELING_TYPE,Couple,en,1,,,,,,0,
145,INDEX_TESTING,Biological,en,1,,,,,,0,
146,INDEX_TESTING,Sexual,en,1,,,,,,0,
147,INDEX_TESTING,Social,en,1,,,,,,0,
148,HIV_TEST_RESULT,Negative,en,1,,,,,,0,
149,HIV_TEST_RESULT,Positive,en,1,,,,,,0,
150,TARGET_GROUP,MSM,en,1,,,,,,0,
151,TARGET_GROUP,FSW,en,1,,,,,,0,
152,TARGET_GROUP,PWID,en,1,,,,,,0,
153,TARGET_GROUP,SEXUAL PARTNER,en,1,,,,,,0,
154,TARGET_GROUP,TRANSGENDER,en,1,,,,,,0,
155,TARGET_GROUP,PRISON,en,1,,,,,,0,
156,CONTACT_TYPE,Primary Contacts,en,1,,,,,,0,
157,CONTACT_TYPE,Secondary Contacts,en,1,,,,,,0,
158,CONTACT_TYPE,Tertiary Contacts,en,1,,,,,,0,
159,RELATIONSHIP_CONTACT,Spouse,en,1,,,,,,0,
160,RELATIONSHIP_CONTACT,Live-in Partners,en,1,,,,,,0,
161,RELATIONSHIP_CONTACT,Boyfriend/Girlfriend</option>,en,1,,,,,,0,
162,RELATIONSHIP_CONTACT,Regular Casual Partner,en,1,,,,,,0,
163,RELATIONSHIP_CONTACT,Infrequent Casual Partner,en,1,,,,,,0,
164,RELATIONSHIP_CONTACT,Sex Worker,en,1,,,,,,0,
165,NOTIFICATION_CONTACT,Passive Notification/Self,en,1,,,,,,0,
166,NOTIFICATION_CONTACT,Provider Assisted,en,1,,,,,,0,
167,NOTIFICATION_CONTACT,Contracted,en,1,,,,,,0,
168,NOTIFICATION_CONTACT,Household referral/Clustering,en,1,,,,,,0,
169,AGE_UNIT,Year(s),en,1,,,,,,0,
170,AGE_UNIT,Month(s),en,1,,,,,,0,
171,AGE_UNIT,Week(s),en,1,,,,,,0,
172,AGE_UNIT,Day(s),en,1,,,,,,0,
173,TRACKING_COUNT,1st,en,1,,,,,,0,
174,TRACKING_COUNT,2nd,en,1,,,,,,0,
175,TRACKING_COUNT,3rd,en,1,,,,,,0,
176,TRACKING_COUNT,4th,en,1,,,,,,0,
177,TRACKING_COUNT,5th,en,1,,,,,,0,
178,TRACKING_COUNT,6th,en,1,,,,,,0,
179,TRACKING_COUNT,7th,en,1,,,,,,0,
180,TRACKING_OUTCOME_CONTACT,Accept HTS,en,1,,,,,,0,
181,TRACKING_OUTCOME_CONTACT,Declines HTS,en,1,,,,,,0,
182,HIV_STATUS_CONTACT,Negative,en,1,,,,,,0,
183,HIV_STATUS_CONTACT,Positive,en,1,,,,,,0,
184,HIV_STATUS_CONTACT,Previously Known,en,1,,,,,,0,
186,SAMPLE_TYPE,Blood,en,1,ee0947,,Alexander Alozie,,Alexander Alozie,0,
187,SAMPLE_TYPE,Sputum,en,1,,,,,,0,
188,SAMPLE_TYPE,Urine,en,1,,,,,,0,
189,SAMPLE_TYPE,DBS,en,1,,,,,,0,
190,SAMPLE_TYPE,Serum,en,1,,,,,,0,
191,YES_NO_OUTBREAK,Yes,en,1,ee0947,23/04/2020 0:00,Alexander Alozie,23/04/2020 0:00,Alexander Alozie,0,
192,YES_NO_OUTBREAK,No,en,1,,,,,,0,
193,YES_NO_OUTBREAK,Unknown,en,1,,,,,,0,
194,FORM_COMPLETE_OUTBREAK,Yes,en,1,,,,,,0,
195,FORM_COMPLETE_OUTBREAK,No,en,1,,,,,,0,
196,FORM_COMPLETE_OUTBREAK,Partially,en,1,,,,,,0,
197,FORM_NOT_COMPLETED_OUTBREAK,Missed,en,1,,,,,,0,
198,FORM_NOT_COMPLETED_OUTBREAK,Not attempted,en,1,,,,,,0,
199,FORM_NOT_COMPLETED_OUTBREAK,Not performed,en,1,,,,,,0,
200,FORM_NOT_COMPLETED_OUTBREAK,Refusal,en,1,,,,,,0,
201,FORM_NOT_COMPLETED_OUTBREAK,Other,en,1,,,,,,0,
202,OCCUPATION_OUTBREAK,Health care worker,en,1,,,,,,0,
203,OCCUPATION_OUTBREAK,Working with animals,en,1,,,,,,0,
204,OCCUPATION_OUTBREAK,Health laboratory worker,en,1,,,,,,0,
205,OCCUPATION_OUTBREAK,Student,en,1,,,,,,0,
206,OCCUPATION_OUTBREAK,Other,en,1,,,,,,0,
207,EXPOSURE_OUTBREAK,Home,en,1,,,,,,0,
208,EXPOSURE_OUTBREAK,Hospital,en,1,,,,,,0,
209,EXPOSURE_OUTBREAK,Workplace,en,1,,,,,,0,
210,EXPOSURE_OUTBREAK,Tour Group,en,1,,,,,,0,
211,EXPOSURE_OUTBREAK,Unknown,en,1,,,,,,0,
212,EXPOSURE_OUTBREAK,Other,en,1,,,,,,0,
213,YES_NO_X_RAY_OUTBREAK,Yes,en,1,,,,,,0,
214,YES_NO_X_RAY_OUTBREAK,No,en,1,,,,,,0,
215,YES_NO_X_RAY_OUTBREAK,Not Applicable (no X-ray performed),en,1,,,,,,0,
216,SAMPLE_TYPE_COVID,Nasal swab,en,1,,,,,,0,
217,SAMPLE_TYPE_COVID,Throat swab,en,1,,,,,,0,
218,SAMPLE_TYPE_COVID,Nasopharyngeal swab,en,1,,,,,,0,
219,SAMPLE_TYPE_COVID,Other,en,1,,,,,,0,
220,CASE_STATUS_OUTBREAK,Suspected,en,1,,,,,,0,
221,CASE_STATUS_OUTBREAK,Probable,en,1,,,,,,0,
222,CASE_STATUS_OUTBREAK,Confirmed,en,1,,,,,,0,
223,CURRENT_STATUS_OUTBREAK,Alive,en,1,,,,,,0,
224,CURRENT_STATUS_OUTBREAK,Dead,en,1,,,,,,0,
225,SAMPLE_TYPE,Nasal swab,en,1,,,,,,0,
226,SAMPLE_TYPE,Throat swab,en,1,,,,,,0,
227,SAMPLE_TYPE,Nasopharyngeal swab,en,1,,,,,,0,
228,TIME_HIV_DIAGNOSIS,Newly tested HIV positive (ANC),en,1,ee0947,23/04/2020 0:00,Alexander Alozie,23/04/2020 0:00,Alexander Alozie,0,
229,TIME_HIV_DIAGNOSIS,Previously known HIV  positive  (ANC),,1,,,,,,0,
230,TEST_RESULT_COMMON,Negative,,1,,,,,,0,
231,TEST_RESULT_COMMON,Positive,,1,,,,,,0,
232,TEST_RESULT_COMMON,Indeterminate,,1,,,,,,0,
233,HIV_RETEST_RESULT,Remained HIV negative,,1,,,,,,0,
234,HIV_RETEST_RESULT,Sero-converted to HIV positive,,1,,,,,,0,
235,HIV_STATUS_COMMON,Negative,,1,,,,,,0,
236,HIV_STATUS_COMMON,Positive,,1,,,,,,0,
237,HIV_STATUS_COMMON,Unknown,,1,,,,,,0,
238,BOOKING STATUS,Booked,,1,,,,,,0,
239,BOOKING STATUS,unbooked,,1,,,,,,0,
240,ROM_DELIVERY_INTERVAL,<4hrs,,1,,,,,,0,
241,ROM_DELIVERY_INTERVAL, >4hrs,,1,,,,,,0,
242,PARTNER_REFERRED_PMTCT,FP,,1,,,,,,0,
243,PARTNER_REFERRED_PMTCT,ART,,1,,,,,,0,
244,PARTNER_REFERRED_PMTCT,OTHERS,,1,,,,,,0,
245,MODE_DELIVERY,Vaginal,,1,,,,,,0,
246,MODE_DELIVERY,Elective CS,,1,,,,,,0,
247,MODE_DELIVERY,Emergency CS,,1,,,,,,0,
248,MODE_DELIVERY,Other,,1,,,,,,0,
249,MATERNAL_OUTCOME,Alive,,1,,,,,,0,
250,MATERNAL_OUTCOME,Dead,,1,,,,,,0,
251,FEEDING DECISION,EBF,,1,,,,,,0,
252,FEEDING DECISION,ERF,,1,,,,,,0,
253,CHILD_STATUS_DELIVERY,Alive,,1,,,,,,0,
254,CHILD_STATUS_DELIVERY,Still Birth,,1,,,,,,0,
255,CHILD_STATUS_DELIVERY,Neonantal Death,,1,,,,,,0,
256,FETAL_PRESENTATION,Cephalic,,1,,,,,,0,
257,FETAL_PRESENTATION,Breech,,1,,,,,,0,
258,FETAL_PRESENTATION,Face,,1,,,,,,0,
259,FETAL_PRESENTATION,Brow,,1,,,,,,0,
260,FETAL_PRESENTATION,Footling,,1,,,,,,0,
261,TYPE_VISIT_PMTCT,ANC,,1,,,,,,0,
262,TYPE_VISIT_PMTCT,PNC,,1,,,,,,0,
263,VISIT_STATUS_PMTCT,Active in PMTCT,,1,,,,,,0,
264,VISIT_STATUS_PMTCT,Transfer In,,1,,,,,,0,
265,VISIT_STATUS_PMTCT,Transfer Out,,1,,,,,,0,
266,VISIT_STATUS_PMTCT,Transfered to another PMTCT cohort (new pregnancy),,1,,,,,,0,
267,FAMILY_PLANNING_METHOD,No FP Method,,1,,,,,,0,
268,FAMILY_PLANNING_METHOD,Condom,,1,,,,,,0,
269,FAMILY_PLANNING_METHOD,Oral Pills,,1,,,,,,0,
270,FAMILY_PLANNING_METHOD,Injectable,,1,,,,,,0,
271,FAMILY_PLANNING_METHOD,Implant,,1,,,,,,0,
272,FAMILY_PLANNING_METHOD,IUD,,1,,,,,,0,
273,FAMILY_PLANNING_METHOD,Other,,1,,,,,,0,
274,COUNSELING_REFERRED_PMTCT,ART,,1,,,,,,0,
275,COUNSELING_REFERRED_PMTCT,PAP SMEAR,,1,,,,,,0,
276,COUNSELING_REFERRED_PMTCT,Other,,1,,,,,,0,
277,BREAST_FEEDING_PRESENT,Exclusive Breast Feeding (EBF)                                         ,,1,,,,,,0,
278,BREAST_FEEDING_PRESENT,Commercial Infant Formula/Exclusive Replacement Feeding                                         ,,1,,,,,,0,
279,BREAST_FEEDING_PRESENT,Mixed Feeding (MF)                                         ,,1,,,,,,0,
280,REASON_PCR,1st PCR test kit,,1,,,,,,0,
281,REASON_PCR,Confirm Positive PCR,,1,,,,,,0,
282,REASON_PCR,Infant with Signs and Symptoms of HIV,,1,,,,,,0,
283,REASON_PCR,Follow-Up for Breastfed Child,,1,,,,,,0,
284,REASON_PCR,Previous Indeterminate Test,,1,,,,,,0,
285,REASON_PCR,Test positive at 9 months with rapid test kit,,1,,,,,,0,
286,CHILD_OUTCOME_PMTCT,Well,,1,,,,,,0,
287,CHILD_OUTCOME_PMTCT,Sick,,1,,,,,,0,
288,CHILD_OUTCOME_PMTCT,Dead,,1,,,,,,0,
289,CHILD_REFERRED_PMTCT,ART,,1,,,,,,0,
290,CHILD_REFERRED_PMTCT,Nutrition,,1,,,,,,0,
291,CHILD_REFERRED_PMTCT,Other,,1,,,,,,0,
293,TEST,Test 3,en,1,,,,31:41.0,guest@lamisplus.org,0,
294,TEST,Test _12,en,1,,,,29:56.6,guest@lamisplus.org,0,
295,TEST_ORDER_PRIORITY,NORMAL,en,1,6fca9e78-3305-43a5-a45e-dddb92aa4e6e,30/06/2020 0:00,Alex,30/06/2020 0:00,Alex,0,
296,TEST_ORDER_PRIORITY,EMERGENCY,,,,,,,,0,
297,SAMPLE_CODESET_GROUP,Sample 2,en,1,,,,20:13.3,guest@lamisplus.org,0,
298,Test_Codeset_Group,Test 2,en,1,,,,02:46.7,guest@lamisplus.org,0,
299,test,Very Hig,en,1,,,,20:41.0,guest@lamisplus.org,0,
300,VIRAL_LOAD_INDICATION,Baseline (6 months after ART initiation),,,,,,,,0,
301,VIRAL_LOAD_INDICATION,Routine (every 12 months),,,,,,,,0,
302,VIRAL_LOAD_INDICATION,Confirmation (3-6 months after intense adherence counselling),,,,,,,,0,
303,VIRAL_LOAD_INDICATION,Repeat Test,,,,,,,,0,
304,VIRAL_LOAD_INDICATION,Clinical failure,,,,,,,,0,
